model,seed,sample_id,subject_id,true_label,true_class,pred_label,pred_class,correct,top1_confidence,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,true_class_probability,pred_class_probability,probability_margin,file_path,correctness,case_type
LeNet_LSTM,43,240,10,3,class_3,3,class_3,1,0.9995494484901428,1.698204243893997e-07,4.213902229821542e-06,5.625908556794457e-07,0.9995494484901428,3.092072802246548e-06,1.0415125473173249e-07,0.0004124881816096,8.928677743824665e-06,3.32471273623014e-07,3.2017651392379776e-06,9.387541695105028e-07,1.646483360673301e-05,0.9995494484901428,0.9995494484901428,0.9991369603085333,/home/yaxin/datasets/TacAct-original/10_4_L_1.xlsx,correct,correct_class_3
LeNet_LSTM,43,241,10,3,class_3,3,class_3,1,0.9995775818824768,1.464932921635409e-07,3.4193453757325187e-06,5.090954573461204e-07,0.9995775818824768,2.396444187979796e-06,7.8786470680825e-08,0.0003867569030262,6.985635536693735e-06,3.0800029549027386e-07,2.668426304808236e-06,7.851131726965832e-07,1.8181917766924016e-05,0.9995775818824768,0.9995775818824768,0.9991908249794506,/home/yaxin/datasets/TacAct-original/10_4_L_10.xlsx,correct,correct_class_3
LeNet_LSTM,43,242,10,3,class_3,3,class_3,1,0.9987767338752748,2.983077251883515e-07,4.787963916896842e-06,1.394368496221432e-06,0.9987767338752748,2.507643102944712e-06,3.043215883735684e-07,0.0010028750402852,1.730189615045674e-05,1.2667171631619567e-06,3.3464764328527963e-06,1.7751659697751163e-06,0.0001874241133918,0.9987767338752748,0.9987767338752748,0.9977738588349896,/home/yaxin/datasets/TacAct-original/10_4_L_11.xlsx,correct,correct_class_3
LeNet_LSTM,43,243,10,3,class_3,3,class_3,1,0.9772467613220216,2.1407754502433818e-06,1.9240118490415625e-05,4.355585588200484e-06,0.9772467613220216,1.299802170251496e-05,8.534619837519131e-07,0.0226560179144144,2.661453800101299e-05,1.8367691154708157e-06,3.874048616125947e-06,3.7653067010978702e-06,2.153207060473505e-05,0.9772467613220216,0.9772467613220216,0.9545907434076072,/home/yaxin/datasets/TacAct-original/10_4_L_12.xlsx,correct,correct_class_3
LeNet_LSTM,43,244,10,3,class_3,3,class_3,1,0.9995217323303224,1.5984613810360318e-07,3.91867024518433e-06,6.266470791160828e-07,0.9995217323303224,2.1979799385007937e-06,9.194584293936715e-08,0.0004418838361743,7.934207133075688e-06,3.065361227072572e-07,2.4537150693504373e-06,8.130447213261505e-07,1.7863785615190864e-05,0.9995217323303224,0.9995217323303224,0.9990798484941481,/home/yaxin/datasets/TacAct-original/10_4_L_13.xlsx,correct,correct_class_3
LeNet_LSTM,43,245,10,3,class_3,3,class_3,1,0.9993376135826112,1.9878301316111907e-07,4.626749614544679e-06,7.880952921368589e-07,0.9993376135826112,2.6111611077794805e-06,1.122144439591466e-07,0.0006209452985785,9.88249303190969e-06,3.562727499684115e-07,2.9298751087480923e-06,1.2216961522426573e-06,1.876138776424341e-05,0.9993376135826112,0.9993376135826112,0.9987166682840327,/home/yaxin/datasets/TacAct-original/10_4_L_14.xlsx,correct,correct_class_3
LeNet_LSTM,43,246,10,3,class_3,3,class_3,1,0.9995774626731871,1.553754032102006e-07,3.3229503060283605e-06,5.81080996653327e-07,0.9995774626731871,2.171859705413226e-06,7.804536750199986e-08,0.0003831479116342,8.78139053384075e-06,3.0363290193236026e-07,2.40354847846902e-06,8.561382855987176e-07,2.06235890800599e-05,0.9995774626731871,0.9995774626731871,0.999194314761553,/home/yaxin/datasets/TacAct-original/10_4_L_15.xlsx,correct,correct_class_3
LeNet_LSTM,43,247,10,3,class_3,3,class_3,1,0.9995461106300354,1.9525781169704717e-07,4.377891400508815e-06,6.127508527242753e-07,0.9995461106300354,3.437419081819826e-06,1.0490812485386415e-07,0.0004115625924896,1.03635293271509e-05,3.7330465829654713e-07,3.414994807826588e-06,1.118453383242013e-06,1.8356022337684408e-05,0.9995461106300354,0.9995461106300354,0.9991345480375458,/home/yaxin/datasets/TacAct-original/10_4_L_16.xlsx,correct,correct_class_3
LeNet_LSTM,43,248,10,3,class_3,3,class_3,1,0.999406099319458,1.6043682649069527e-07,3.3545813948876457e-06,7.607960128552804e-07,0.999406099319458,1.7714884279484977e-06,1.0618575885246173e-07,0.0005438696825876,1.0043835573014803e-05,3.804845789545652e-07,2.1847986317879986e-06,8.745959689804295e-07,3.054607077501714e-05,0.999406099319458,0.999406099319458,0.9988622296368704,/home/yaxin/datasets/TacAct-original/10_4_L_17.xlsx,correct,correct_class_3
LeNet_LSTM,43,249,10,3,class_3,3,class_3,1,0.9992889165878296,2.109000831751473e-07,6.1827076933695935e-06,7.341428727158927e-07,0.9992889165878296,3.7243692077026935e-06,1.589196756413003e-07,0.0006712418398819,1.049267484631855e-05,3.3167944479828293e-07,3.3401463497284567e-06,1.0857226016014463e-06,1.3558952559833417e-05,0.9992889165878296,0.9992889165878296,0.9986176747479477,/home/yaxin/datasets/TacAct-original/10_4_L_18.xlsx,correct,correct_class_3
LeNet_LSTM,43,250,10,3,class_3,3,class_3,1,0.9995594620704652,1.5243240625295584e-07,3.3165747481689323e-06,5.405522642831784e-07,0.9995594620704652,2.3115846943255747e-06,8.155026876011108e-08,0.0004033546429127,7.193979399744421e-06,3.287393894879642e-07,2.654838908711099e-06,7.881785109020711e-07,1.9749351849895905e-05,0.9995594620704652,0.9995594620704652,0.9991561074275525,/home/yaxin/datasets/TacAct-original/10_4_L_19.xlsx,correct,correct_class_3
LeNet_LSTM,43,251,10,3,class_3,3,class_3,1,0.999544084072113,1.4247500246256098e-07,2.905308292611153e-06,5.997363814458367e-07,0.999544084072113,1.8220616766484452e-06,7.81523965542874e-08,0.0004149784508626,8.606690244050696e-06,3.085424111759494e-07,2.2090891889092745e-06,8.241327691393963e-07,2.335875979042612e-05,0.999544084072113,0.999544084072113,0.9991291056212505,/home/yaxin/datasets/TacAct-original/10_4_L_2.xlsx,correct,correct_class_3
LeNet_LSTM,43,252,10,3,class_3,3,class_3,1,0.996942102909088,2.987380639751791e-06,5.418646469479427e-05,6.106771252234466e-06,0.996942102909088,4.611107942764647e-05,3.6334811284177695e-06,0.0023461789824068,4.924027598462999e-05,1.2831452295358758e-05,3.952840779675171e-05,1.2781305485987104e-05,0.0004842687631025,0.996942102909088,0.996942102909088,0.9945959239266812,/home/yaxin/datasets/TacAct-original/10_4_L_20.xlsx,correct,correct_class_3
LeNet_LSTM,43,253,10,3,class_3,3,class_3,1,0.9995037317276,1.946300614008578e-07,4.8362876441387925e-06,6.017396003699105e-07,0.9995037317276,3.7803085888299393e-06,1.1663930621352848e-07,0.0004559503286145,1.017071735986974e-05,3.541765352110815e-07,3.536073791110539e-06,1.074043552762305e-06,1.5787109077791683e-05,0.9995037317276,0.9995037317276,0.9990477813989855,/home/yaxin/datasets/TacAct-original/10_4_L_3.xlsx,correct,correct_class_3
LeNet_LSTM,43,254,10,3,class_3,3,class_3,1,0.999566376209259,1.5393389674045468e-07,3.596741862565977e-06,5.79828508762148e-07,0.999566376209259,2.214035930592217e-06,7.612515418031762e-08,0.0003988083626609,8.38438791106455e-06,2.688949507501093e-07,2.396131549176061e-06,8.400695037380501e-07,1.636149136174936e-05,0.999566376209259,0.999566376209259,0.9991675678465981,/home/yaxin/datasets/TacAct-original/10_4_L_4.xlsx,correct,correct_class_3
LeNet_LSTM,43,255,10,3,class_3,3,class_3,1,0.9988380074501038,3.758470086268062e-07,5.78019853492151e-06,1.5231807992677204e-06,0.9988380074501038,3.22091636917321e-06,3.239045724967582e-07,0.0009590201661922,1.8777382138068788e-05,1.445443899683596e-06,3.999316049885238e-06,2.068560661427909e-06,0.0001654381485423,0.9988380074501038,0.9988380074501038,0.9978789872839116,/home/yaxin/datasets/TacAct-original/10_4_L_5.xlsx,correct,correct_class_3
LeNet_LSTM,43,256,10,3,class_3,3,class_3,1,0.9995757937431335,1.4203872922280425e-07,3.2688733426766703e-06,5.402178544500202e-07,0.9995757937431335,2.023097749770386e-06,7.111469813025907e-08,0.000390890345443,7.755576916679274e-06,2.570018011738284e-07,2.2591354991163826e-06,7.641591537321801e-07,1.6154688637470827e-05,0.9995757937431335,0.9995757937431335,0.9991849033976905,/home/yaxin/datasets/TacAct-original/10_4_L_6.xlsx,correct,correct_class_3
LeNet_LSTM,43,257,10,3,class_3,3,class_3,1,0.9979896545410156,5.18935962645628e-07,8.601554327469785e-06,1.4728130963703734e-06,0.9979896545410156,3.71385885955533e-06,2.0603634709459587e-07,0.0019597616046667,1.6082160072983243e-05,4.555349448764901e-07,2.6281411464879056e-06,2.036948899331037e-06,1.4867907339066733e-05,0.9979896545410156,0.9979896545410156,0.9960298929363489,/home/yaxin/datasets/TacAct-original/10_4_L_7.xlsx,correct,correct_class_3
LeNet_LSTM,43,258,10,3,class_3,3,class_3,1,0.9995973706245422,1.315277700086881e-07,3.084363015659619e-06,4.908405344394851e-07,0.9995973706245422,1.9288827388663776e-06,6.951600539650826e-08,0.0003713037003763,6.519758699141676e-06,2.600752964099229e-07,2.215802851424087e-06,6.697391086163407e-07,1.5932280803099275e-05,0.9995973706245422,0.9995973706245422,0.9992260669241659,/home/yaxin/datasets/TacAct-original/10_4_L_8.xlsx,correct,correct_class_3
LeNet_LSTM,43,259,10,3,class_3,3,class_3,1,0.9993999004364014,2.55204298582612e-07,5.313304427545518e-06,9.02903934729693e-07,0.9993999004364014,3.170762511217617e-06,1.841870158614256e-07,0.0005273397546261,1.0574653060757557e-05,6.980282023505424e-07,3.74924502466456e-06,1.5302945257644751e-06,4.636714584194124e-05,0.9993999004364014,0.9993999004364014,0.9988725606817752,/home/yaxin/datasets/TacAct-original/10_4_L_9.xlsx,correct,correct_class_3
LeNet_LSTM,43,260,10,3,class_3,6,class_6,0,0.999380350112915,2.9586677555926144e-05,3.617562470026314e-05,3.6940257359674433e-06,0.0003214899625163,0.0001727648923406,3.5121529435855336e-06,0.999380350112915,2.2299195734376558e-06,5.2961622714065015e-06,1.5180287391558522e-06,3.081306431340636e-06,4.026674650958739e-05,0.0003214899625163,0.999380350112915,0.9990588601503987,/home/yaxin/datasets/TacAct-original/10_4_R_1.xlsx,wrong,class_3_to_6_error
LeNet_LSTM,43,261,10,3,class_3,3,class_3,1,0.9989209175109864,1.884365019577672e-07,3.381255510248593e-06,1.027968664857326e-06,0.9989209175109864,1.5951795830915216e-06,1.7797746920678037e-07,0.0009960503084585,1.3116479749442078e-05,5.282256552163744e-07,1.9225656160415383e-06,9.363502044834604e-07,6.01982646912802e-05,0.9989209175109864,0.9989209175109864,0.9979248672025279,/home/yaxin/datasets/TacAct-original/10_4_R_10.xlsx,correct,correct_class_3
